Mexico/CMX-InDRE_03/2020,S,0,19B,Mexico,Estado de Mexico,EPI_ISL_424667,Human,A.5,North America,19B,3/4/2020
Peru/LIM-INS-333/2020,S,0,19B,Peru,Lima,EPI_ISL_1111231,Human,A.5,South America,19B,3/16/2020
Uruguay/UY-NYUMC846/2020,S,0,19B,Uruguay,Montevideo,EPI_ISL_457942,Human,A.5,South America,19B,3/17/2020
Uruguay/UY-NYUMC856/2020,S,0,19B,Uruguay,Montevideo,EPI_ISL_457952,Human,A.5,South America,19B,3/21/2020
Uruguay/UY-NYUMC862/2020,S,0,19B,Uruguay,Montevideo,EPI_ISL_457958,Human,A.5,South America,19B,3/25/2020
Uruguay/UY-NYUMC860/2020,S,0,19B,Uruguay,Montevideo,EPI_ISL_457956,Human,A.5,South America,19B,3/25/2020
Georgia/Tb-390/2020,S,0,19B,Georgia,Tbilisi,EPI_ISL_416477,Human,A.2,Asia,19B,3/8/2020
NewZealand/20CV0287/2020,S,0,19B,New Zealand,Taranaki,EPI_ISL_579077,Human,A.2,Oceania,19B,3/26/2020
Ecuador/USFQ-556/2020,S,0,19B,Ecuador,Santo Domingo de los Tsachilas,EPI_ISL_728204,Human,A.2.5,South America,19B,12/1/2020
Panama/GMI-PA571783/2020,S,5,19B,Panama,Panama Center,EPI_ISL_1225574,Human,A.2.5,North America,19B,11/29/2020
Panama/GMI-PA584303/2020,S,3,19B,Panama,Panama City,EPI_ISL_1001458,Human,A.2.5,North America,19B,12/5/2020
Australia/QLD1526/2021,S,5,19B,Australia,Australia,EPI_ISL_849762,Human,A.2.5,Oceania,19B,1/15/2021
Canada/NS-NML-16223/2021,S,3,19B,Canada,Nova Scotia,EPI_ISL_1055741,Human,A.2.5,North America,19B,1/16/2021
CostaRica/INC-0272/2021,S,3,19B,Costa Rica,Puntarenas,EPI_ISL_1067595,Human,A.2.5,North America,19B,2/2/2021
CostaRica/INC-0263/2021,S,3,19B,Costa Rica,Puntarenas,EPI_ISL_1067592,Human,A.2.5,North America,19B,1/28/2021
NewZealand/20VR2038/2020,S,0,19B,New Zealand,Wellington,EPI_ISL_456343,Human,A.2.2,Oceania,19B,4/1/2020
NewZealand/20VR2019/2020,S,0,19B,New Zealand,Wellington,EPI_ISL_456336,Human,A.2.2,Oceania,19B,4/1/2020
Australia/QLD1117/2020,S,0,19B,Australia,Australia,EPI_ISL_593633,Human,A.2.2,Oceania,19B,4/1/2020
Australia/TAS166/2020,S,0,19B,Australia,Tasmania,EPI_ISL_522621,Human,A.2.2,Oceania,19B,5/1/2020
Australia/TAS259/2020,S,0,19B,Australia,Tasmania,EPI_ISL_522686,Human,A.2.2,Oceania,19B,5/6/2020
Australia/NSW788/2020,S,0,19B,Australia,New South Wales,EPI_ISL_526130,Human,A.2.2,Oceania,19B,4/2/2020
Australia/NSW547/2020,S,0,19B,Australia,New South Wales,EPI_ISL_455086,Human,A.2.2,Oceania,19B,4/3/2020
EquatorialGuinea/253/2020,S,1,19B,Equatorial Guinea,Equatorial Guinea,EPI_ISL_648318,Human,A.2,Africa,19B,3/24/2020
Kazakhstan/NCB-5/2020,S,0,19B,Kazakhstan,Nur-Sultan,EPI_ISL_435048,Human,A.2,Asia,19B,4/21/2020
Panama/GMI-PA362152/2020,S,0,19B,Panama,Panama Oeste,EPI_ISL_1225414,Human,A.2.4,North America,19B,5/14/2020
Panama/338832/2020,O,0,19B,Panama,Panama Center,EPI_ISL_496886,Human,A.2.4,North America,19B,4/9/2020
Panama/337660/2020,S,0,19B,Panama,Panama Oeste,EPI_ISL_496863,Human,A.2.4,North America,19B,7/4/2020
Panama/GMI-PA369169/2020,S,0,19B,Panama,Cocle,EPI_ISL_1225454,Human,A.2.4,North America,19B,5/28/2020
USA/MP-CDC-2-3831007/2020,S,1,19B,USA,Northern Mariana Islands,EPI_ISL_1169542,Human,A.2.4,North America,19B,12/24/2020
Panama/GMI-PA579736/2020,S,1,19B,Panama,Panama Center,EPI_ISL_1225581,Human,A.2.4,North America,19B,12/5/2020
Panama/GMI-PA430413/2020,S,0,19B,Panama,Cocle,EPI_ISL_1225519,Human,A.2.4,North America,19B,7/23/2020
Panama/337467/2020,S,0,19B,Panama,Panama Oeste,EPI_ISL_496861,Human,A.2.4,North America,19B,7/4/2020
Ghana/UHAS-G541/2020,S,0,19B,Ghana,Volta,EPI_ISL_648125,Human,A,Africa,19B,6/12/2020
Australia/QLD02/2020,S,0,19B,Australia,Queensland,EPI_ISL_407896,Human,A,Oceania,19B,1/30/2020
Australia/QLD1293/2020,S,0,19B,Australia,Australia,EPI_ISL_693290,Human,A,Oceania,19B,2/4/2020
BurkinaFaso/3535/2020,S,2,19B,Burkina Faso,Hauts-Bassins,EPI_ISL_660521,Human,A.21,Africa,19B,10/9/2020
BurkinaFaso/2-053-1646/2020,S,2,19B,Burkina Faso,Hauts-Bassins,EPI_ISL_660455,Human,A.21,Africa,19B,8/12/2020
BurkinaFaso/4312/2020,S,2,19B,Burkina Faso,Hauts-Bassins,EPI_ISL_660519,Human,A.21,Africa,19B,11/3/2020
Australia/QLD01/2020,S,0,19B,China,Hubei,EPI_ISL_407894,Human,A,Oceania,19B,1/28/2020
Australia/QLD04/2020,S,0,19B,Australia,Queensland,EPI_ISL_410718,Human,A,Oceania,19B,2/5/2020
Zambia/ZMB-228/2020,S,0,19B,Zambia,Lusaka,EPI_ISL_977366,Human,A.22,Africa,19B,3/25/2020
Japan/PG-0057/2020,S,0,19B,Japan,Hokkaido,EPI_ISL_479820,Human,A,Asia,19B,3/8/2020
CotedIvoire/BKE0011/2020,S,0,19B,Côte d'Ivoire,Bouaké,EPI_ISL_614348,Human,A,Africa,19B,5/30/2020
NewZealand/20CV0316/2020,S,0,19B,New Zealand,Hawkes Bay,EPI_ISL_579087,Human,A,Oceania,19B,4/1/2020
Togo/BMC-98-20/2020,S,0,19B,Togo,Golfe,EPI_ISL_1293351,Human,A,Africa,19B,3/20/2020
Ghana/3177_S12/2020,S,0,19B,Ghana,Greater Accra,EPI_ISL_422403,Human,A.11,Africa,19B,3/30/2020
NewZealand/20VR3131/2020,S,0,19B,New Zealand,Wellington,EPI_ISL_1250695,Human,A.11,Oceania,19B,6/16/2020
Ghana/TTH10/2020,S,0,19B,Ghana,Ghana,EPI_ISL_515182,Human,A,Africa,19B,3/27/2020
CotedIvoire/BKE0016/2020,S,0,19B,Côte d'Ivoire,Bouaké,EPI_ISL_614349,Human,A,Africa,19B,5/29/2020
Nigeria/BCVL-18756/2021,S,4,19B,Nigeria,Oyo State,EPI_ISL_985237,Human,A,Africa,19B,1/8/2021
Libya/Prueba/2021,O,0,19B,Libya,Libya,EPI_ISL_1307684,Human,A,Africa,19B,3/1/2021
Tunisia/5516/2021,O,1,19B,Tunisia,Tunis,EPI_ISL_1208399,Human,B,Africa,19B,2/2/2021
Benin/2012/2020,S,0,19B,France,France,EPI_ISL_476831,Human,A,Africa,19B,4/15/2020
Ghana/84162_S45/2020,S,0,19B,Ghana,Ghana,EPI_ISL_515103,Human,A,Africa,19B,4/25/2020
Benin/1950/2020,S,0,19B,Belgium,Belgium,EPI_ISL_476830,Human,A,Africa,19B,4/15/2020
Australia/NSW2455/2020,S,2,19B,Australia,New South Wales,EPI_ISL_678312,Human,A.19,Oceania,19B,6/24/2020
CotedIvoire/BKE0355/2020,S,1,19B,Côte d'Ivoire,Bouaké,EPI_ISL_614373,Human,A.19,Africa,19B,6/29/2020
BurkinaFaso/1698/2020,S,1,19B,Burkina Faso,Hauts-Bassins,EPI_ISL_660449,Human,A.19,Africa,19B,8/14/2020
CotedIvoire/BKE0430/2020,S,1,19B,Côte d'Ivoire,Bouaké,EPI_ISL_681836,Human,A.19,Africa,19B,7/3/2020
CotedIvoire/BKE0382/2020,S,1,19B,Côte d'Ivoire,Bouaké,EPI_ISL_681835,Human,A.19,Africa,19B,6/30/2020
CotedIvoire/BKE0916/2020,S,2,19B,Côte d'Ivoire,Beoumi,EPI_ISL_614391,Human,A.19,Africa,19B,8/23/2020
BurkinaFaso/2-043-1764/2020,S,1,19B,Burkina Faso,Hauts-Bassins,EPI_ISL_660499,Human,A.19,Africa,19B,8/15/2020
CotedIvoire/BKE0213/2020,S,1,19B,Côte d'Ivoire,Bouaké,EPI_ISL_614363,Human,A.19,Africa,19B,6/15/2020
CotedIvoire/BKE0249/2020,S,1,19B,Côte d'Ivoire,Bouaké,EPI_ISL_614366,Human,A.19,Africa,19B,6/20/2020
Norway/7337/2020,O,3,19B,Norway,Oslo,EPI_ISL_796703,Human,A,Europe,19B,12/24/2020
UnitedArabEmirates/4271/2020,O,3,19B,United Arab Emirates,Abu Dhabi,EPI_ISL_860040,Human,A,Asia,19B,12/29/2020
Egypt/CUNCI-HGC9I022/2020,O,3,19B,Egypt,Egypt,EPI_ISL_857332,Human,A,Africa,19B,12/25/2020
Kazakhstan/129404/2020,O,4,19B,Kazakhstan,Almaty,EPI_ISL_1334572,Human,A,Asia,19B,12/13/2020
Kazakhstan/129528/2020,O,4,19B,Kazakhstan,Almaty,EPI_ISL_1334580,Human,A,Asia,19B,12/13/2020
Togo/BMC-394-20/2020,O,0,19B,Togo,Golfe,EPI_ISL_1303031,Human,A,Africa,19B,3/29/2020
Zambia/ZMB-1241/2020,S,0,19B,Zambia,Lusaka,EPI_ISL_977357,Human,A,Africa,19B,4/7/2020
Kenya/C44035/2020,S,0,19B,Kenya,Mombasa,EPI_ISL_806572,Human,A.25,Africa,19B,8/13/2020
Uganda/UG079/2020,S,0,19B,Uganda,Uganda,EPI_ISL_737990,Human,A.25,Africa,19B,9/5/2020
Australia/WA201/2020,S,0,19B,Australia,Western Australia,EPI_ISL_596764,Human,A.25,Oceania,19B,9/6/2020
Australia/WA203/2020,S,0,19B,Australia,Western Australia,EPI_ISL_596766,Human,A.25,Oceania,19B,9/4/2020
Uganda/UG120/2020,S,3,19B,Uganda,Uganda,EPI_ISL_738027,Human,A.23,Africa,19B,9/1/2020
Kenya/C77606/2020,S,3,19B,Kenya,Kilifi,EPI_ISL_855546,Human,A.23,Africa,19B,12/18/2020
Uganda/UG173/2020,S,3,19B,Uganda,Uganda,EPI_ISL_954256,Human,A.23,Africa,19B,12/27/2020
Cambodia/137931/2020,S,4,19B,Cambodia,Cambodia,EPI_ISL_918364,Human,A.23.1,Asia,19B,12/3/2020
Cambodia/127828/2020,S,4,19B,Cambodia,Cambodia,EPI_ISL_918366,Human,A.23.1,Asia,19B,11/29/2020
Cambodia/126517/2020,S,4,19B,Cambodia,Cambodia,EPI_ISL_918369,Human,A.23.1,Asia,19B,11/28/2020
Cambodia/126515/2020,S,4,19B,Cambodia,Cambodia,EPI_ISL_918367,Human,A.23.1,Asia,19B,11/28/2020
Cambodia/126516/2020,S,3,19B,Cambodia,Cambodia,EPI_ISL_918368,Human,A.23.1,Asia,19B,11/28/2020
Cambodia/126518/2020,S,4,19B,Cambodia,Cambodia,EPI_ISL_918370,Human,A.23.1,Asia,19B,11/28/2020
Cambodia/126521/2020,S,4,19B,Cambodia,Cambodia,EPI_ISL_918372,Human,A.23.1,Asia,19B,11/28/2020
Australia/SAP603/2021,S,4,19B,Australia,South Australia,EPI_ISL_771368,Human,A.23.1,Oceania,19B,1/2/2021
USA/NC-UNC-0396/2021,S,4,19B,USA,North Carolina,EPI_ISL_1240908,Human,A.23.1,North America,19B,3/5/2021
Uganda/UG207/2020,S,5,19B,Uganda,Uganda,EPI_ISL_954274,Human,A.23.1,Africa,19B,12/28/2020
Rwanda/NRLNAT3026/2021,S,4,19B,Rwanda,Kigali,EPI_ISL_1301779,Human,A.23.1,Africa,19B,1/21/2021
Rwanda/NRLNAT1012/2020,S,6,19B,Rwanda,Kigali,EPI_ISL_925850,Human,A.23.1,Africa,19B,12/16/2020
Uganda/UG178/2020,S,5,19B,Uganda,Uganda,EPI_ISL_954268,Human,A.23.1,Africa,19B,12/28/2020
India/KA-NIMH-SEQ-166/2021,S,6,19B,India,Karnataka,EPI_ISL_995747,Human,A.23.1,Asia,19B,1/20/2021
Uganda/UG204/2021,S,4,19B,Uganda,Uganda,EPI_ISL_954300,Human,A.23.1,Africa,19B,1/2/2021
Uganda/UG190/2020,S,4,19B,Uganda,Uganda,EPI_ISL_954289,Human,A.23.1,Africa,19B,12/31/2020
Uganda/UG172/2020,S,4,19B,Uganda,Uganda,EPI_ISL_954267,Human,A.23.1,Africa,19B,12/27/2020
Vietnam/HCMC-05047-02/2021,S,4,19B,Vietnam,Ho Chi Minh City,EPI_ISL_1293350,Human,A.23.1,Asia,19B,2/10/2021
Uganda/UG179/2020,S,5,19B,Uganda,Uganda,EPI_ISL_954269,Human,A.23.1,Africa,19B,12/28/2020
Uganda/UG205/2021,S,5,19B,Uganda,Uganda,EPI_ISL_954226,Human,A.23.1,Africa,19B,1/2/2021
Uganda/UG201/2021,S,6,19B,Uganda,Uganda,EPI_ISL_954297,Human,A.23.1,Africa,19B,1/1/2021
Uganda/UG191/2020,S,5,19B,Uganda,Uganda,EPI_ISL_954285,Human,A.23.1,Africa,19B,12/30/2020
Uganda/UG167/2020,S,5,19B,Uganda,Uganda,EPI_ISL_954261,Human,A.23.1,Africa,19B,12/27/2020
Uganda/UG202/2021,S,5,19B,Uganda,Uganda,EPI_ISL_954298,Human,A.23.1,Africa,19B,1/1/2021
Uganda/UG203/2021,S,5,19B,Uganda,Uganda,EPI_ISL_954299,Human,A.23.1,Africa,19B,1/1/2021
Rwanda/NRLNAT3007/2020,S,4,19B,Rwanda,Kigali,EPI_ISL_1301763,Human,A.23.1,Africa,19B,12/29/2020
Rwanda/NRLNAT3027/2021,S,4,19B,Rwanda,Kigali,EPI_ISL_1301780,Human,A.23.1,Africa,19B,1/21/2021
Rwanda/NRLNAT3002/2021,S,5,19B,Rwanda,Kigali,EPI_ISL_1302666,Human,A.23.1,Africa,19B,1/4/2021
Rwanda/BH74409RD/2021,S,4,19B,Rwanda,Rwanda,EPI_ISL_1064170,Human,A.23.1,Africa,19B,2/13/2021
Uganda/UG166/2020,S,4,19B,Uganda,Uganda,EPI_ISL_954229,Human,A.23.1,Africa,19B,12/26/2020
Rwanda/NRLNAT3031/2021,S,5,19B,Rwanda,Kigali,EPI_ISL_1302676,Human,A.23.1,Africa,19B,1/15/2021
Rwanda/NRLNAT1013/2020,S,6,19B,Rwanda,Kigali,EPI_ISL_925851,Human,A.23.1,Africa,19B,12/15/2020
Rwanda/NRLNAT1014/2020,S,6,19B,Rwanda,Kigali,EPI_ISL_925852,Human,A.23.1,Africa,19B,12/15/2020
Rwanda/NRLNAT3003/2021,S,5,19B,Rwanda,Kigali,EPI_ISL_1302667,Human,A.23.1,Africa,19B,1/19/2021
Rwanda/NRLNAT3047/2021,S,5,19B,Rwanda,Kigali,EPI_ISL_1302677,Human,A.23.1,Africa,19B,1/4/2021
Rwanda/NRLNAT3043/2021,S,5,19B,Rwanda,Kigali,EPI_ISL_1301793,Human,A.23.1,Africa,19B,2/7/2021
Rwanda/NRLNAT3044/2021,S,5,19B,Rwanda,Kigali,EPI_ISL_1301742,Human,A.23.1,Africa,19B,2/10/2021
Rwanda/NRLNAT3040/2021,S,5,19B,Rwanda,Kigali,EPI_ISL_1301791,Human,A.23.1,Africa,19B,1/21/2021
Rwanda/NRLNAT3038/2021,S,5,19B,Rwanda,Kigali,EPI_ISL_1301789,Human,A.23.1,Africa,19B,1/4/2021
Rwanda/NRLNAT3037/2021,S,5,19B,Rwanda,Kigali,EPI_ISL_1301788,Human,A.23.1,Africa,19B,1/4/2021
Rwanda/NRLNAT3024/2021,S,5,19B,Rwanda,Kigali,EPI_ISL_1301777,Human,A.23.1,Africa,19B,1/15/2021
Taiwan/2/2020,O,0,19A,Taiwan,Taiwan,EPI_ISL_406031,Human,B,Asia,19A,1/23/2020
Sweden/20-02114/2020,O,0,19A,Sweden,Jonkoping,EPI_ISL_476139,Human,B,Europe,19A,1/31/2020
France/IDF-0372/2020,O,1,19A,China,Hubei,EPI_ISL_406596,Human,B,Europe,19A,1/23/2020
Uganda/UG036/2020,O,0,19A,Uganda,Uganda,EPI_ISL_737956,Human,B,Africa,19A,3/30/2020
HongKong/VM20002507-2/2020,O,0,19A,Hong Kong,Hong Kong,EPI_ISL_414528,Human,B.42,Asia,19A,2/10/2020
HongKong/HKU-200723-081/2020,O,0,19A,Hong Kong,Hong Kong,EPI_ISL_497848,Human,B.42,Asia,19A,2/15/2020
HongKong/HKPU89-2502/2020,V,0,19A,Hong Kong,Hong Kong,EPI_ISL_419250,Human,B.43,Asia,19A,2/26/2020
Italy/LAZ-INMI1-cs/2020,V,0,19A,China,Hubei,EPI_ISL_410546,Human,B,Europe,19A,1/29/2020
Italy/LAZ-INMI-SPL1/2020,V,0,19A,Italy,Lazio,EPI_ISL_412974,Human,B,Europe,19A,1/29/2020
Italy/LAZ-INMI2-N/2020,V,0,19A,China,Hubei,EPI_ISL_451302,Human,B,Europe,19A,1/30/2020
Italy/VEN-SR-65-B/2020,V,1,19A,Italy,Veneto,EPI_ISL_1064115,Human,B,Europe,19A,2/21/2020
Spain/EX-ISCIII-201258/2020,V,0,19A,Spain,Extremadura,EPI_ISL_871974,Human,B,Europe,19A,2/29/2020
Slovenia/V0-15921/2020,V,0,19A,Slovenia,Slovenia,EPI_ISL_635272,Human,B,Europe,19A,4/24/2020
SouthKorea/KCDC2102/2020,V,0,19A,South Korea,South Korea,EPI_ISL_498003,Human,B,Asia,19A,3/4/2020
NewZealand/20VR1622/2020,V,0,19A,New Zealand,Southern,EPI_ISL_456232,Human,B.31,Oceania,19A,3/24/2020
NewZealand/20VR3140/2020,V,0,19A,New Zealand,Canterbury,EPI_ISL_579432,Human,B.31,Oceania,19A,3/20/2020
France/IDF_HB_112003050879/2020,O,1,19A,France,Ile de France,EPI_ISL_940395,Human,B.40,Europe,19A,3/13/2020
Aruba/AW-RIVM-10122/2020,V,0,19A,Aruba,Aruba,EPI_ISL_547449,Human,B.40,South America,19A,3/22/2020
Brazil/GO-0207/2020,V,0,19A,Brazil,Goiás,EPI_ISL_470574,Human,B.40,South America,19A,3/13/2020
England/GSTT-265DE59/2020,V,0,19A,United Kingdom,England,EPI_ISL_484115,Human,B.40,Europe,19A,3/28/2020
Nigeria/ED02-CV156/2020,V,0,19A,Nigeria,Rivers,EPI_ISL_527874,Human,B.40,Africa,19A,3/23/2020
Jordan/SR-051/2020,V,0,19A,Jordan,Amman,EPI_ISL_430008,Human,B.28,Asia,19A,4/4/2020
NewZealand/20VR2108/2020,V,0,19A,New Zealand,Midcentral,EPI_ISL_456377,Human,B.29,Oceania,19A,4/15/2020
NewZealand/20VR2109/2020,V,0,19A,New Zealand,Midcentral,EPI_ISL_456378,Human,B.29,Oceania,19A,4/15/2020
Australia/WA36/2020,V,0,19A,Australia,Western Australia,EPI_ISL_470853,Human,B.39,Oceania,19A,3/19/2020
Argentina/PAIS-A0222/2020,V,0,19A,Argentina,Buenos Aires,EPI_ISL_792303,Human,B,South America,19A,3/28/2020
NewZealand/20VR1985/2020,V,0,19A,New Zealand,Canterbury,EPI_ISL_456322,Human,B,Oceania,19A,3/31/2020
NewZealand/20VR1900/2020,O,0,19A,New Zealand,Waikato,EPI_ISL_456301,Human,B.35,Oceania,19A,4/4/2020
Timor-Leste/TL25/2020,O,0,19A,Timor-Leste,Timor-Leste,EPI_ISL_456600,Human,B.35,Asia,19A,3/30/2020
Palestine/22/2020,V,0,19A,Palestine,Bethlehem,EPI_ISL_596509,Human,B.35,Asia,19A,3/21/2020
India/MH-1-27/2020,L,2,19A,China,Hubei,EPI_ISL_413522,Human,B,Asia,19A,1/27/2020
Singapore/900/2020,L,0,19A,Singapore,Singapore,EPI_ISL_536441,Human,B,Asia,19A,2/5/2020
Australia/VIC14/2020,L,0,19A,Australia,Victoria,EPI_ISL_419734,Human,B,Oceania,19A,2/2/2020
USA/WI1/2020,L,0,19A,China,Hubei,EPI_ISL_408670,Human,B,North America,19A,1/31/2020
Changde/IVDC-Wu-HN97Y/2020,L,1,19A,China,Hunan,EPI_ISL_1260835,Human,B,Asia,19A,4/11/2020
Australia/NSW02/2020,L,0,19A,China,China,EPI_ISL_408976,Human,B,Oceania,19A,1/22/2020
Wuhan/Hu-1/2019,L,0,19A,China,Hubei,EPI_ISL_402125,Human,B,Asia,19A,12/26/2019
Taiwan/NTU29/2020,L,1,19A,Taiwan,Taiwan,EPI_ISL_463007,Human,B.55,Asia,19A,4/12/2020
Netherlands/NoordBrabant_10003/2020,L,0,19A,Netherlands,Utrecht,EPI_ISL_454752,Human,B.11,Europe,19A,2/28/2020
Australia/WA11/2020,O,0,19A,Australia,Western Australia,EPI_ISL_420456,Human,B,Oceania,19A,2/22/2020
Australia/WA34/2020,O,0,19A,Australia,Western Australia,EPI_ISL_470851,Human,B,Oceania,19A,2/27/2020
Japan/DP0765/2020,O,0,19A,Japan,Japan,EPI_ISL_416625,Human,B.5,Asia,19A,2/17/2020
Japan/PG-0359/2020,O,0,19A,Japan,Kanto,EPI_ISL_480030,Human,B.5,Asia,19A,2/17/2020
Australia/SAP097/2020,O,0,19A,Australia,South Australia,EPI_ISL_468039,Human,B,Oceania,19A,2/22/2020
Japan/DP0344/2020,O,0,19A,Japan,Japan,EPI_ISL_416596,Human,B,Asia,19A,2/16/2020
Israel/ISR_JP0320/2020,O,0,19A,Israel,Tel Aviv District,EPI_ISL_419211,Human,B,Asia,19A,2/23/2020
Iran/KHGRC-1.1-IPI-8206/2020,O,0,19A,Iran,Semnan,EPI_ISL_442523,Human,B.4,Asia,19A,3/9/2020
Iraq/BAS-2/2020,O,0,19A,Iraq,Iraq,EPI_ISL_907075,Human,B.4,Asia,19A,10/1/2020
Canada/Qc-LSPQ-L00210314/2020,O,0,19A,Canada,Quebec,EPI_ISL_535716,Human,B.4,North America,19A,2/25/2020
Iran/Gorgan-NIC992/2020,O,0,19A,Iran,Gorgan,EPI_ISL_959275,Human,B.4,Asia,19A,4/6/2020
Bahrein/BAH-15/2020,O,0,19A,Bahrain,Bahrain,EPI_ISL_483556,Human,B.4.2,Asia,19A,4/4/2020
SriLanka/CDR142/2020,O,0,19A,Sri Lanka,Colombo,EPI_ISL_525474,Human,B.4,Asia,19A,4/19/2020
Tunisia/6736/2020,O,0,19A,Tunisia,Tunis,EPI_ISL_707792,Human,B.4,Africa,19A,3/31/2020
Tunisia/7899/2020,O,0,19A,Tunisia,Tunis,EPI_ISL_763067,Human,B.4,Africa,19A,4/6/2020
Australia/QLD09/2020,O,0,19A,Australia,Queensland,EPI_ISL_414414,Human,B.4.6,Oceania,19A,2/29/2020
Australia/NSW64/2020,O,0,19A,Australia,New South Wales,EPI_ISL_427773,Human,B.4.6,Oceania,19A,3/20/2020
Australia/NSW65/2020,O,0,19A,Australia,New South Wales,EPI_ISL_427645,Human,B.4.6,Oceania,19A,3/4/2020
HongKong/HKU-903b/2020,O,0,19A,Hong Kong,Hong Kong,EPI_ISL_434566,Human,B.4,Asia,19A,1/27/2020
Iran/1600/2020,O,0,19A,Iran,Tehran,EPI_ISL_582033,Human,B.4,Asia,19A,4/3/2020
Georgia/Tb-7851/2020,O,1,19A,Georgia,Tbilisi,EPI_ISL_477169,Human,B.4,Asia,19A,5/1/2020
Iran/Hamedan-66H/2020,O,0,19A,Iran,Hamedan,EPI_ISL_1014682,Human,B.4,Asia,19A,5/5/2020
Iran/Urmia-715U/2020,O,0,19A,Iran,Urmia,EPI_ISL_1014683,Human,B.4,Asia,19A,5/6/2020
SriLanka/CDR-SL7066/2020,O,2,19A,Sri Lanka,Colombo,EPI_ISL_525481,Human,B,Asia,19A,6/16/2020
Australia/NSW09/2020,O,0,19A,Australia,New South Wales,EPI_ISL_413595,Human,B.4,Oceania,19A,2/28/2020
Lebanon/S5_762/2020,O,0,19A,Iran,Iran,EPI_ISL_450512,Human,B.4,Asia,19A,2/27/2020
Oman/RESP-20-837/2020,O,0,19A,Oman,Muscat,EPI_ISL_457704,Human,B.4,Asia,19A,2/24/2020
